t,V_a,V_b,m,h,n,I_Na,I_K,I_L,I_syn_b,g_syn
40.81,-62.96945096,-70.78857742,0.06359145568,0.4555610957,0.3948296204,-1.588126866,12.27484656,-2.574735289,0.9148184663,0.01292167729
40.82,-62.95057081,-70.77995922,0.06372949911,0.4556427185,0.3947447113,-1.598510987,12.28079442,-2.569071242,0.9101450321,0.01285723015
40.83,-62.93170293,-70.77133732,0.06386771733,0.4557234513,0.3946604976,-1.608950504,12.28679657,-2.563410879,0.9054954112,0.01279310445
40.84,-62.91284728,-70.76271176,0.06400611039,0.4558032953,0.3945769781,-1.619445639,12.29285314,-2.557754184,0.9008694833,0.01272929857
40.85,-62.89400381,-70.75408258,0.06414467836,0.4558822515,0.3944941514,-1.629996612,12.29896424,-2.552101144,0.8962671283,0.01266581093
40.86,-62.87517248,-70.74544983,0.06428342132,0.455960321,0.3944120164,-1.640603646,12.30512999,-2.546451744,0.8916882269,0.01260263994
40.87,-62.85635322,-70.73681353,0.06442233935,0.4560375047,0.3943305717,-1.651266966,12.31135051,-2.540805967,0.8871326604,0.01253978401
40.88,-62.837546,-70.72817374,0.06456143253,0.4561138037,0.394249816,-1.661986796,12.31762591,-2.5351638,0.8826003107,0.01247724158
40.89,-62.81875075,-70.7195305,0.06470070097,0.4561892191,0.3941697482,-1.672763362,12.32395633,-2.529525226,0.8780910602,0.01241501107
40.9,-62.79996743,-70.71088384,0.06484014475,0.4562637518,0.394090367,-1.68359689,12.33034188,-2.523890229,0.873604792,0.01235309095
40.91,-62.78119598,-70.7022338,0.064979764,0.4563374028,0.394011671,-1.694487608,12.33678268,-2.518258794,0.8691413897,0.01229147965
40.92,-62.76243634,-70.69358043,0.06511955881,0.4564101733,0.3939336592,-1.705435746,12.34327885,-2.512630902,0.8647007374,0.01223017564
40.93,-62.74368846,-70.68492377,0.06525952932,0.4564820642,0.3938563301,-1.716441533,12.34983052,-2.507006539,0.8602827201,0.01216917738
40.94,-62.72495229,-70.67626385,0.06539967565,0.4565530765,0.3937796827,-1.7275052,12.35643782,-2.501385686,0.8558872231,0.01210848336
40.95,-62.70622776,-70.66760072,0.06553999793,0.4566232113,0.3937037155,-1.738626979,12.36310086,-2.495768327,0.8515141323,0.01204809205
40.96,-62.68751481,-70.65893442,0.06568049632,0.4566924695,0.3936284275,-1.749807104,12.36981977,-2.490154444,0.8471633342,0.01198800194
40.97,-62.66881339,-70.65026499,0.06582117094,0.4567608521,0.3935538173,-1.761045809,12.37659468,-2.484544018,0.842834716,0.01192821153
40.98,-62.65012344,-70.64159246,0.06596202197,0.4568283602,0.3934798837,-1.772343329,12.38342572,-2.478937033,0.8385281652,0.01186871932
40.99,-62.6314449,-70.63291689,0.06610304957,0.4568949947,0.3934066256,-1.783699902,12.39031301,-2.473333469,0.8342435702,0.01180952384
41,-62.61277769,-70.62423831,0.0662442539,0.4569607566,0.3933340415,-1.795115765,12.39725668,-2.467733308,0.8299808196,0.01175062359
41.01,-62.59412177,-70.61555675,0.06638563515,0.457025647,0.3932621305,-1.806591157,12.40425686,-2.462136531,0.8257398029,0.01169201711
41.02,-62.57547706,-70.60687227,0.06652719349,0.4570896667,0.3931908911,-1.818126319,12.41131369,-2.456543118,0.8215204098,0.01163370293
41.03,-62.5568435,-70.59818491,0.06666892913,0.4571528168,0.3931203223,-1.829721493,12.41842728,-2.450953051,0.8173225309,0.0115756796
41.04,-62.53822103,-70.58949469,0.06681084226,0.4572150983,0.3930504227,-1.84137692,12.42559778,-2.445366309,0.8131460572,0.01151794566
41.05,-62.51960958,-70.58080167,0.06695293309,0.4572765121,0.3929811912,-1.853092846,12.43282531,-2.439782873,0.8089908801,0.01146049966
41.06,-62.50100907,-70.57210588,0.06709520183,0.4573370592,0.3929126266,-1.864869515,12.44011001,-2.434202722,0.8048568917,0.01140334018
41.07,-62.48241945,-70.56340737,0.06723764872,0.4573967405,0.3928447276,-1.876707175,12.44745201,-2.428625835,0.8007439848,0.01134646579
41.08,-62.46384064,-70.55470617,0.06738027397,0.4574555571,0.3927774931,-1.888606073,12.45485145,-2.423052192,0.7966520524,0.01128987505
41.09,-62.44527257,-70.54600232,0.06752307784,0.4575135099,0.3927109219,-1.900566459,12.46230846,-2.417481772,0.7925809882,0.01123356656
41.1,-62.42671517,-70.53729588,0.06766606056,0.4575705998,0.3926450126,-1.912588584,12.46982319,-2.411914552,0.7885306865,0.01117753892
41.11,-62.40816837,-70.52858687,0.06780922239,0.4576268278,0.3925797643,-1.924672699,12.47739576,-2.406350512,0.784501042,0.01112179071
41.12,-62.3896321,-70.51987533,0.0679525636,0.4576821948,0.3925151756,-1.936819059,12.48502631,-2.40078963,0.78049195,0.01106632055
41.13,-62.37110628,-70.51116132,0.06809608445,0.4577367018,0.3924512454,-1.949027918,12.49271499,-2.395231883,0.7765033063,0.01101112704
41.14,-62.35259083,-70.50244486,0.06823978523,0.4577903497,0.3923879725,-1.961299533,12.50046194,-2.389677248,0.7725350074,0.01095620882
41.15,-62.33408568,-70.493726,0.06838366622,0.4578431395,0.3923253557,-1.973634162,12.50826729,-2.384125704,0.7685869499,0.0109015645
41.16,-62.31559075,-70.48500478,0.06852772772,0.457895072,0.3922633939,-1.986032064,12.51613118,-2.378577226,0.7646590313,0.01084719272
41.17,-62.29710597,-70.47628123,0.06867197004,0.4579461483,0.3922020858,-1.998493501,12.52405377,-2.373031792,0.7607511496,0.01079309212
41.18,-62.27863126,-70.46755541,0.06881639349,0.4579963692,0.3921414303,-2.011018734,12.5320352,-2.367489377,0.756863203,0.01073926135
41.19,-62.26016653,-70.45882735,0.06896099839,0.4580457356,0.3920814262,-2.023608028,12.5400756,-2.361949959,0.7529950905,0.01068569906
41.2,-62.2417117,-70.45009709,0.06910578507,0.4580942485,0.3920220724,-2.036261648,12.54817513,-2.356413511,0.7491467115,0.01063240391
41.21,-62.2232667,-70.44136466,0.06925075386,0.4581419088,0.3919633676,-2.048979861,12.55633393,-2.350880011,0.745317966,0.01057937458
41.22,-62.20483144,-70.43263012,0.06939590513,0.4581887174,0.3919053108,-2.061762938,12.56455215,-2.345349433,0.7415087543,0.01052660973
41.23,-62.18640584,-70.4238935,0.06954123923,0.4582346751,0.3918479008,-2.074611147,12.57282994,-2.339821753,0.7377189775,0.01047410804
41.24,-62.16798981,-70.41515484,0.06968675652,0.458279783,0.3917911365,-2.087524761,12.58116745,-2.334296944,0.7339485368,0.01042186821
41.25,-62.14958327,-70.40641419,0.06983245737,0.4583240418,0.3917350166,-2.100504054,12.58956483,-2.328774981,0.7301973343,0.01036988892
41.26,-62.13118613,-70.39767157,0.06997834218,0.4583674524,0.3916795401,-2.113549302,12.59802223,-2.323255839,0.7264652723,0.01031816889
41.27,-62.1127983,-70.38892704,0.07012441134,0.4584100158,0.3916247057,-2.126660782,12.60653981,-2.31773949,0.7227522538,0.01026670681
41.28,-62.09441969,-70.38018063,0.07027066524,0.4584517329,0.3915705125,-2.139838774,12.61511771,-2.312225908,0.7190581821,0.01021550139
41.29,-62.07605022,-70.37143238,0.07041710431,0.4584926044,0.3915169591,-2.153083557,12.6237561,-2.306715067,0.7153829611,0.01016455137
41.3,-62.0576898,-70.36268233,0.07056372897,0.4585326313,0.3914640446,-2.166395415,12.63245513,-2.30120694,0.7117264952,0.01011385545
41.31,-62.03933833,-70.35393053,0.07071053964,0.4585718145,0.3914117677,-2.179774633,12.64121496,-2.295701498,0.7080886892,0.01006341239
41.32,-62.02099572,-70.34517701,0.07085753677,0.4586101548,0.3913601274,-2.193221497,12.65003575,-2.290198715,0.7044694484,0.01001322091
41.33,-62.00266187,-70.33642181,0.07100472081,0.458647653,0.3913091226,-2.206736295,12.65891765,-2.284698561,0.7008686785,0.009963279763
41.34,-61.9843367,-70.32766498,0.07115209222,0.45868431,0.391258752,-2.220319319,12.66786083,-2.27920101,0.697286286,0.009913587698
41.35,-61.9660201,-70.31890654,0.07129965147,0.4587201267,0.3912090147,-2.233970859,12.67686546,-2.273706031,0.6937221775,0.009864143473
41.36,-61.94771199,-70.31014655,0.07144739905,0.4587551039,0.3911599095,-2.247691211,12.68593168,-2.268213597,0.6901762601,0.009814945852
41.37,-61.92941226,-70.30138505,0.07159533544,0.4587892425,0.3911114353,-2.26148067,12.69505967,-2.262723678,0.6866484417,0.009765993606
41.38,-61.91112081,-70.29262206,0.07174346114,0.4588225432,0.391063591,-2.275339536,12.7042496,-2.257236244,0.6831386302,0.009717285509
41.39,-61.89283755,-70.28385764,0.07189177668,0.458855007,0.3910163755,-2.289268109,12.71350163,-2.251751265,0.6796467344,0.009668820346
41.4,-61.87456237,-70.27509182,0.07204028256,0.4588866346,0.3909697877,-2.303266691,12.72281593,-2.246268712,0.6761726631,0.009620596903
41.41,-61.85629518,-70.26632464,0.07218897933,0.4589174268,0.3909238266,-2.317335586,12.73219266,-2.240788553,0.6727163261,0.009572613976
41.42,-61.83803586,-70.25755614,0.07233786752,0.4589473845,0.390878491,-2.331475103,12.74163201,-2.235310759,0.6692776332,0.009524870364
41.43,-61.81978432,-70.24878637,0.0724869477,0.4589765085,0.3908337799,-2.345685549,12.75113413,-2.229835297,0.6658564948,0.009477364875
41.44,-61.80154046,-70.24001535,0.07263622042,0.4590047995,0.3907896922,-2.359967237,12.76069922,-2.224362137,0.6624528219,0.009430096321
41.45,-61.78330416,-70.23124314,0.07278568626,0.4590322585,0.3907462268,-2.37432048,12.77032743,-2.218891247,0.6590665257,0.009383063519
41.46,-61.76507531,-70.22246977,0.07293534581,0.4590588861,0.3907033827,-2.388745594,12.78001895,-2.213422594,0.6556975179,0.009336265295
41.47,-61.74685382,-70.21369527,0.07308519967,0.4590846831,0.3906611587,-2.403242897,12.78977395,-2.207956146,0.6523457109,0.009289700477
41.48,-61.72863957,-70.2049197,0.07323524844,0.4591096505,0.390619554,-2.417812709,12.79959262,-2.202491871,0.6490110172,0.009243367903
41.49,-61.71043245,-70.19614308,0.07338549275,0.4591337888,0.3905785673,-2.432455354,12.80947513,-2.197029735,0.64569335,0.009197266413
41.5,-61.69223235,-70.18736546,0.07353593323,0.459157099,0.3905381976,-2.447171158,12.81942166,-2.191569705,0.6423926227,0.009151394855
41.51,-61.67403916,-70.17858688,0.07368657052,0.4591795817,0.3904984439,-2.461960447,12.8294324,-2.186111747,0.6391087493,0.009105752083
41.52,-61.65585276,-70.16980738,0.07383740527,0.4592012377,0.3904593052,-2.476823554,12.83950754,-2.180655828,0.6358416442,0.009060336955
41.53,-61.63767304,-70.161027,0.07398843816,0.4592220679,0.3904207804,-2.491760809,12.84964725,-2.175201913,0.6325912223,0.009015148336
41.54,-61.61949989,-70.15224577,0.07413966987,0.4592420729,0.3903828685,-2.50677255,12.85985173,-2.169749966,0.6293573987,0.008970185096
41.55,-61.60133318,-70.14346373,0.07429110107,0.4592612534,0.3903455684,-2.521859115,12.87012117,-2.164299954,0.6261400892,0.008925446111
41.56,-61.5831728,-70.13468093,0.07444273249,0.4592796103,0.3903088792,-2.537020844,12.88045575,-2.15885184,0.6229392098,0.008880930263
41.57,-61.56501863,-70.1258974,0.07459456482,0.4592971443,0.3902727997,-2.552258081,12.89085568,-2.153405589,0.6197546771,0.008836636439
41.58,-61.54687055,-70.11711319,0.07474659881,0.459313856,0.3902373291,-2.567571172,12.90132113,-2.147961165,0.6165864081,0.008792563531
41.59,-61.52872844,-70.10832832,0.07489883518,0.4593297463,0.3902024663,-2.582960466,12.91185232,-2.142518532,0.61343432,0.008748710437
41.6,-61.51059217,-70.09954285,0.07505127469,0.4593448158,0.3901682102,-2.598426315,12.92244943,-2.137077652,0.6102983306,0.008705076062
41.61,-61.49246163,-70.09075681,0.07520391811,0.4593590652,0.3901345599,-2.613969075,12.93311266,-2.131638488,0.6071783582,0.008661659314
41.62,-61.47433668,-70.08197023,0.07535676622,0.4593724953,0.3901015145,-2.629589103,12.94384222,-2.126201003,0.6040743214,0.008618459108
41.63,-61.4562172,-70.07318316,0.0755098198,0.4593851068,0.3900690728,-2.645286758,12.9546383,-2.12076516,0.6009861391,0.008575474364
41.64,-61.43810306,-70.06439564,0.07566307966,0.4593969003,0.3900372339,-2.661062406,12.96550112,-2.115330919,0.5979137307,0.008532704007
41.65,-61.41999414,-70.05560771,0.07581654662,0.4594078765,0.3900059969,-2.676916413,12.97643086,-2.109898242,0.5948570162,0.008490146968
41.66,-61.4018903,-70.04681939,0.0759702215,0.4594180361,0.3899753607,-2.692849148,12.98742776,-2.104467091,0.5918159157,0.008447802183
41.67,-61.38379142,-70.03803074,0.07612410516,0.4594273799,0.3899453244,-2.708860985,12.998492,-2.099037425,0.5887903499,0.008405668594
41.68,-61.36569735,-70.02924179,0.07627819845,0.4594359084,0.389915887,-2.724952299,13.00962381,-2.093609206,0.5857802397,0.008363745147
41.69,-61.34760798,-70.02045258,0.07643250223,0.4594436223,0.3898870476,-2.74112347,13.02082339,-2.088182393,0.5827855067,0.008322030794
41.7,-61.32952315,-70.01166315,0.07658701741,0.4594505223,0.3898588051,-2.75737488,13.03209096,-2.082756946,0.5798060726,0.008280524492
41.71,-61.31144274,-70.00287354,0.07674174486,0.4594566091,0.3898311587,-2.773706915,13.04342673,-2.077332823,0.5768418596,0.008239225204
41.72,-61.29336661,-69.99408378,0.07689668552,0.4594618832,0.3898041074,-2.790119965,13.05483093,-2.071909984,0.5738927905,0.008198131897
41.73,-61.27529462,-69.98529391,0.0770518403,0.4594663454,0.3897776503,-2.806614422,13.06630378,-2.066488387,0.570958788,0.008157243544
41.74,-61.25722663,-69.97650398,0.07720721016,0.4594699962,0.3897517864,-2.823190682,13.07784548,-2.06106799,0.5680397757,0.008116559122
41.75,-61.2391625,-69.96771402,0.07736279603,0.4594728363,0.3897265148,-2.839849145,13.08945628,-2.05564875,0.5651356773,0.008076077614
41.76,-61.22110208,-69.95892406,0.07751859891,0.4594748663,0.3897018345,-2.856590213,13.10113639,-2.050230625,0.562246417,0.008035798009
41.77,-61.20304524,-69.95013415,0.07767461977,0.4594760868,0.3896777447,-2.873414295,13.11288605,-2.044813572,0.5593719193,0.007995719299
41.78,-61.18499182,-69.94134433,0.07783085961,0.4594764984,0.3896542444,-2.8903218,13.12470548,-2.039397547,0.5565121091,0.007955840483
41.79,-61.16694168,-69.93255463,0.07798731945,0.4594761017,0.3896313327,-2.907313142,13.13659491,-2.033982505,0.5536669117,0.007916160563
41.8,-61.14889468,-69.92376509,0.07814400033,0.4594748974,0.3896090087,-2.92438874,13.14855458,-2.028568403,0.5508362528,0.007876678548
41.81,-61.13085065,-69.91497575,0.07830090329,0.4594728859,0.3895872715,-2.941549015,13.16058473,-2.023155195,0.5480200585,0.007837393449
41.82,-61.11280946,-69.90618664,0.0784580294,0.4594700679,0.3895661203,-2.958794394,13.17268559,-2.017742837,0.5452182551,0.007798304286
41.83,-61.09477094,-69.89739781,0.07861537973,0.4594664439,0.3895455541,-2.976125305,13.1848574,-2.012331282,0.5424307694,0.007759410082
41.84,-61.07673495,-69.8886093,0.07877295538,0.4594620145,0.389525572,-2.993542183,13.19710041,-2.006920484,0.5396575287,0.007720709862
41.85,-61.05870132,-69.87982113,0.07893075746,0.4594567803,0.3895061732,-3.011045466,13.20941486,-2.001510397,0.5368984603,0.007682202661
41.86,-61.04066991,-69.87103335,0.0790887871,0.4594507418,0.3894873568,-3.028635595,13.22180099,-1.996100974,0.5341534923,0.007643887516
41.87,-61.02264056,-69.86224599,0.07924704544,0.4594438995,0.3894691219,-3.046313016,13.23425907,-1.990692168,0.5314225529,0.007605763468
41.88,-61.0046131,-69.8534591,0.07940553365,0.4594362541,0.3894514677,-3.064078181,13.24678933,-1.985283929,0.5287055706,0.007567829564
41.89,-60.98658737,-69.84467271,0.0795642529,0.4594278059,0.3894343933,-3.081931543,13.25939204,-1.979876211,0.5260024746,0.007530084857
41.9,-60.96856321,-69.83588686,0.07972320439,0.4594185555,0.3894178978,-3.099873562,13.27206744,-1.974468964,0.523313194,0.007492528402
41.91,-60.95054046,-69.82710158,0.07988238933,0.4594085035,0.3894019805,-3.117904702,13.2848158,-1.969062139,0.5206376586,0.00745515926
41.92,-60.93251895,-69.81831691,0.08004180895,0.4593976504,0.3893866405,-3.13602543,13.29763738,-1.963655685,0.5179757985,0.007417976499
41.93,-60.91449851,-69.80953289,0.08020146449,0.4593859966,0.3893718769,-3.15423622,13.31053244,-1.958249554,0.5153275439,0.007380979186
41.94,-60.89647898,-69.80074956,0.08036135723,0.4593735426,0.3893576889,-3.172537549,13.32350125,-1.952843694,0.5126928258,0.007344166399
41.95,-60.87846018,-69.79196696,0.08052148845,0.4593602889,0.3893440758,-3.190929899,13.33654408,-1.947438054,0.5100715752,0.007307537216
41.96,-60.86044194,-69.78318511,0.08068185945,0.459346236,0.3893310366,-3.209413756,13.3496612,-1.942032583,0.5074637234,0.007271090722
41.97,-60.84242409,-69.77440406,0.08084247155,0.4593313844,0.3893185707,-3.227989614,13.36285287,-1.936627227,0.5048692024,0.007234826006
41.98,-60.82440645,-69.76562385,0.08100332608,0.4593157345,0.3893066771,-3.246657968,13.37611939,-1.931221935,0.5022879443,0.007198742161
41.99,-60.80638885,-69.75684451,0.08116442442,0.4592992867,0.3892953551,-3.265419321,13.38946102,-1.925816654,0.4997198815,0.007162838285
42,-60.7883711,-69.74806608,0.08132576792,0.4592820415,0.3892846039,-3.284274179,13.40287805,-1.920411329,0.4971649468,0.00712711348
42.01,-60.77035302,-69.73928859,0.081487358,0.4592639993,0.3892744228,-3.303223055,13.41637077,-1.915005907,0.4946230735,0.007091566853
42.02,-60.75233444,-69.73051209,0.08164919607,0.4592451606,0.3892648109,-3.322266465,13.42993945,-1.909600332,0.4920941949,0.007056197516
42.03,-60.73431517,-69.7217366,0.08181128355,0.4592255258,0.3892557674,-3.341404934,13.4435844,-1.90419455,0.489578245,0.007021004584
42.04,-60.71629502,-69.71296217,0.08197362192,0.4592050952,0.3892472917,-3.360638988,13.45730589,-1.898788505,0.4870751579,0.006985987177
42.05,-60.6982738,-69.70418883,0.08213621264,0.4591838692,0.3892393829,-3.379969163,13.47110424,-1.89338214,0.484584868,0.006951144421
42.06,-60.68025133,-69.69541661,0.08229905721,0.4591618484,0.3892320403,-3.399395996,13.48497974,-1.887975399,0.4821073103,0.006916475443
42.07,-60.66222741,-69.68664557,0.08246215715,0.459139033,0.3892252633,-3.418920033,13.49893268,-1.882568224,0.4796424199,0.006881979378
42.08,-60.64420186,-69.67787572,0.082625514,0.4591154233,0.3892190509,-3.438541826,13.51296338,-1.877160557,0.4771901322,0.006847655363
42.09,-60.62617447,-69.66910711,0.08278912931,0.4590910199,0.3892134025,-3.45826193,13.52707214,-1.87175234,0.4747503831,0.006813502539
42.1,-60.60814505,-69.66033977,0.08295300467,0.4590658229,0.3892083174,-3.478080908,13.54125928,-1.866343514,0.4723231087,0.006779520054
42.11,-60.59011339,-69.65157374,0.08311714169,0.4590398329,0.3892037949,-3.497999328,13.5555251,-1.860934018,0.4699082455,0.006745707056
42.12,-60.57207931,-69.64280905,0.08328154197,0.45901305,0.3891998342,-3.518017767,13.56986992,-1.855523793,0.4675057302,0.006712062702
42.13,-60.5540426,-69.63404575,0.08344620718,0.4589854746,0.3891964347,-3.538136804,13.58429407,-1.850112779,0.4651155,0.00667858615
42.14,-60.53600304,-69.62528386,0.08361113899,0.4589571071,0.3891935956,-3.558357028,13.59879786,-1.844700912,0.4627374921,0.006645276562
42.15,-60.51796044,-69.61652343,0.08377633907,0.4589279477,0.3891913163,-3.578679031,13.61338163,-1.839288132,0.4603716445,0.006612133107
42.16,-60.49991458,-69.60776448,0.08394180916,0.4588979968,0.389189596,-3.599103415,13.6280457,-1.833874375,0.4580178951,0.006579154956
42.17,-60.48186526,-69.59900705,0.08410755099,0.4588672546,0.3891884342,-3.619630787,13.64279041,-1.828459579,0.4556761822,0.006546341283
42.18,-60.46381226,-69.59025119,0.08427356632,0.4588357213,0.3891878302,-3.640261759,13.6576161,-1.823043679,0.4533464446,0.00651369127
42.19,-60.44575537,-69.58149692,0.08443985694,0.4588033974,0.3891877832,-3.660996954,13.6725231,-1.817626611,0.4510286213,0.006481204099
42.2,-60.42769437,-69.57274428,0.08460642466,0.458770283,0.3891882927,-3.681836998,13.68751176,-1.81220831,0.4487226514,0.006448878959
42.21,-60.40962903,-69.5639933,0.08477327131,0.4587363783,0.3891893579,-3.702782526,13.70258243,-1.806788709,0.4464284746,0.006416715041
42.22,-60.39155914,-69.55524403,0.08494039876,0.4587016836,0.3891909783,-3.72383418,13.71773545,-1.801367743,0.4441460309,0.006384711541
42.23,-60.37348448,-69.54649649,0.08510780889,0.4586661992,0.3891931533,-3.74499261,13.73297119,-1.795945343,0.4418752603,0.00635286766
42.24,-60.35540481,-69.53775072,0.08527550361,0.4586299252,0.3891958821,-3.766258472,13.74829,-1.790521443,0.4396161035,0.0063211826
42.25,-60.33731991,-69.52900676,0.08544348486,0.4585928618,0.3891991643,-3.787632429,13.76369224,-1.785095973,0.4373685012,0.00628965557
42.26,-60.31922955,-69.52026464,0.08561175461,0.4585550093,0.3892029991,-3.809115155,13.77917829,-1.779668865,0.4351323944,0.006258285782
42.27,-60.30113349,-69.51152439,0.08578031483,0.4585163678,0.3892073861,-3.830707328,13.7947485,-1.774240047,0.4329077248,0.006227072452
42.28,-60.2830315,-69.50278606,0.08594916756,0.4584769375,0.3892123245,-3.852409636,13.81040327,-1.768809451,0.4306944338,0.006196014798
42.29,-60.26492334,-69.49404967,0.08611831482,0.4584367186,0.3892178139,-3.874222775,13.82614295,-1.763377003,0.4284924635,0.006165112045
42.3,-60.24680878,-69.48531526,0.0862877587,0.4583957111,0.3892238536,-3.896147447,13.84196794,-1.757942633,0.4263017563,0.006134363421
42.31,-60.22868755,-69.47658286,0.08645750129,0.4583539153,0.3892304431,-3.918184367,13.85787862,-1.752506266,0.4241222546,0.006103768156
42.32,-60.21055943,-69.46785252,0.08662754472,0.4583113312,0.3892375818,-3.940334252,13.87387539,-1.74706783,0.4219539013,0.006073325485
42.33,-60.19242417,-69.45912426,0.08679789115,0.458267959,0.3892452692,-3.962597834,13.88995863,-1.74162725,0.4197966397,0.006043034648
42.34,-60.1742815,-69.45039811,0.08696854275,0.4582237988,0.3892535048,-3.984975849,13.90612874,-1.736184451,0.4176504131,0.006012894887
42.35,-60.15613119,-69.44167412,0.08713950176,0.4581788506,0.389262288,-4.007469044,13.92238614,-1.730739356,0.4155151652,0.005982905448
42.36,-60.13797297,-69.43295231,0.0873107704,0.4581331146,0.3892716182,-4.030078175,13.93873123,-1.72529189,0.4133908402,0.005953065583
42.37,-60.11980658,-69.42423273,0.08748235095,0.4580865908,0.3892814951,-4.052804006,13.95516442,-1.719841973,0.4112773823,0.005923374544
42.38,-60.10163176,-69.4155154,0.08765424573,0.4580392793,0.389291918,-4.075647312,13.97168612,-1.714389528,0.409174736,0.005893831591
42.39,-60.08344825,-69.40680035,0.08782645706,0.45799118,0.3893028864,-4.098608875,13.98829676,-1.708934476,0.4070828463,0.005864435983
42.4,-60.06525579,-69.39808763,0.08799898732,0.4579422931,0.3893144,-4.12168949,14.00499677,-1.703476736,0.4050016582,0.005835186986
42.41,-60.04705409,-69.38937727,0.08817183889,0.4578926185,0.3893264582,-4.144889959,14.02178658,-1.698016228,0.4029311172,0.00580608387
42.42,-60.0288429,-69.38066929,0.08834501423,0.4578421563,0.3893390605,-4.168211094,14.03866662,-1.692552869,0.400871169,0.005777125906
42.43,-60.01062192,-69.37196374,0.08851851578,0.4577909065,0.3893522065,-4.19165372,14.05563733,-1.687086577,0.3988217595,0.00574831237
42.44,-59.99239089,-69.36326065,0.08869234605,0.4577388689,0.3893658957,-4.215218668,14.07269917,-1.681617268,0.3967828351,0.005719642543
42.45,-59.97414953,-69.35456004,0.08886650757,0.4576860436,0.3893801278,-4.238906783,14.08985257,-1.676144858,0.3947543421,0.005691115706
42.46,-59.95589754,-69.34586196,0.0890410029,0.4576324306,0.3893949021,-4.262718918,14.107098,-1.670669261,0.3927362274,0.005662731148
42.47,-59.93763463,-69.33716644,0.08921583465,0.4575780297,0.3894102185,-4.28665594,14.12443592,-1.66519039,0.3907284381,0.005634488159
42.48,-59.91936053,-69.32847351,0.08939100545,0.4575228409,0.3894260763,-4.310718723,14.14186679,-1.659708159,0.3887309214,0.005606386032
42.49,-59.90107493,-69.3197832,0.08956651797,0.4574668641,0.3894424753,-4.334908156,14.1593911,-1.654222479,0.386743625,0.005578424065
42.5,-59.88277753,-69.31109555,0.08974237492,0.4574100992,0.3894594149,-4.359225135,14.1770093,-1.64873326,0.3847664967,0.005550601559
42.51,-59.86446804,-69.30241059,0.08991857904,0.457352546,0.389476895,-4.383670573,14.19472189,-1.643240413,0.3827994846,0.005522917818
42.52,-59.84614615,-69.29372835,0.09009513312,0.4572942045,0.389494915,-4.40824539,14.21252936,-1.637743846,0.3808425371,0.005495372151
42.53,-59.82781155,-69.28504887,0.09027203997,0.4572350745,0.3895134746,-4.432950521,14.23043221,-1.632243466,0.3788956029,0.005467963868
42.54,-59.80946394,-69.27637217,0.09044930244,0.4571751558,0.3895325735,-4.45778691,14.24843092,-1.626739181,0.3769586308,0.005440692284
42.55,-59.79110298,-69.2676983,0.09062692345,0.4571144482,0.3895522113,-4.482755517,14.26652601,-1.621230895,0.37503157,0.005413556718
42.56,-59.77272838,-69.25902727,0.09080490591,0.4570529516,0.3895723877,-4.507857313,14.28471798,-1.615718514,0.3731143699,0.005386556491
42.57,-59.7543398,-69.25035914,0.09098325282,0.4569906657,0.3895931024,-4.533093281,14.30300737,-1.61020194,0.3712069802,0.005359690929
42.58,-59.73593692,-69.24169392,0.09116196717,0.4569275903,0.389614355,-4.558464417,14.32139469,-1.604681077,0.3693093509,0.005332959359
42.59,-59.71751941,-69.23303166,0.09134105203,0.4568637252,0.3896361453,-4.583971732,14.33988047,-1.599155824,0.367421432,0.005306361113
42.6,-59.69908694,-69.22437238,0.0915205105,0.4567990701,0.3896584729,-4.609616248,14.35846524,-1.593626083,0.3655431741,0.005279895527
42.61,-59.68063917,-69.21571611,0.09170034571,0.4567336247,0.3896813377,-4.635399004,14.37714957,-1.588091752,0.3636745279,0.005253561938
42.62,-59.66217576,-69.20706289,0.09188056085,0.4566673888,0.3897047393,-4.66132105,14.39593398,-1.582552728,0.3618154442,0.005227359688
42.63,-59.64369636,-69.19841275,0.09206115916,0.456600362,0.3897286775,-4.687383451,14.41481904,-1.577008909,0.3599658742,0.005201288123
42.64,-59.62520063,-69.18976572,0.09224214389,0.4565325441,0.389753152,-4.713587287,14.43380532,-1.571460189,0.3581257695,0.00517534659
42.65,-59.60668821,-69.18112183,0.09242351837,0.4564639346,0.3897781626,-4.739933653,14.45289338,-1.565906462,0.3562950816,0.005149534442
42.66,-59.58815874,-69.17248112,0.09260528596,0.4563945332,0.389803709,-4.766423657,14.4720838,-1.560347622,0.3544737624,0.005123851031
42.67,-59.56961187,-69.16384361,0.09278745007,0.4563243396,0.3898297912,-4.793058424,14.49137716,-1.55478356,0.3526617643,0.005098295718
42.68,-59.55104722,-69.15520935,0.09297001414,0.4562533533,0.3898564089,-4.819839094,14.51077407,-1.549214165,0.3508590395,0.005072867862
42.69,-59.53246443,-69.14657835,0.0931529817,0.456181574,0.3898835618,-4.846766824,14.5302751,-1.543639328,0.3490655407,0.005047566828
42.7,-59.51386312,-69.13795065,0.09333635628,0.4561090012,0.3899112499,-4.873842784,14.54988088,-1.538058935,0.3472812208,0.005022391983
42.71,-59.49524291,-69.12932629,0.09352014149,0.4560356345,0.389939473,-4.901068164,14.56959202,-1.532472872,0.3455060329,0.004997342699
42.72,-59.47660342,-69.12070529,0.09370434098,0.4559614733,0.3899682308,-4.928444167,14.58940914,-1.526881025,0.3437399304,0.004972418348
