t,V_a,V_b,m,h,n,I_Na,I_K,I_L,I_syn_b,g_syn
42.73,-59.45794426,-69.11208768,0.09388895845,0.4558865173,0.3899975234,-4.955972017,14.60933286,-1.521283277,0.3419828669,0.004947618308
42.74,-59.43926503,-69.1034735,0.09407399766,0.4558107659,0.3900273506,-4.983652951,14.62936382,-1.51567951,0.3402347963,0.004922941959
42.75,-59.42056535,-69.09486278,0.0942594624,0.4557342186,0.3900577122,-5.011488226,14.64950268,-1.510069604,0.3384956726,0.004898388683
42.76,-59.40184479,-69.08625554,0.09444535654,0.4556568748,0.3900886082,-5.039479118,14.66975008,-1.504453438,0.3367654501,0.004873957868
42.77,-59.38310297,-69.07765182,0.094631684,0.455578734,0.3901200384,-5.067626918,14.69010669,-1.498830891,0.3350440833,0.004849648902
42.78,-59.36433946,-69.06905165,0.09481844873,0.4554997956,0.3901520029,-5.095932938,14.71057318,-1.493201837,0.3333315271,0.004825461177
42.79,-59.34555384,-69.06045507,0.09500565477,0.455420059,0.3901845016,-5.124398509,14.73115022,-1.487566153,0.3316277363,0.004801394089
42.8,-59.3267457,-69.05186209,0.09519330618,0.4553395236,0.3902175344,-5.153024978,14.75183851,-1.481923709,0.3299326663,0.004777447036
42.81,-59.3079146,-69.04327275,0.09538140712,0.4552581887,0.3902511013,-5.181813717,14.77263874,-1.476274379,0.3282462726,0.004753619419
42.82,-59.2890601,-69.03468709,0.09556996177,0.4551760537,0.3902852023,-5.210766113,14.79355162,-1.470618031,0.3265685107,0.004729910644
42.83,-59.27018178,-69.02610512,0.0957589744,0.4550931178,0.3903198375,-5.239883576,14.81457786,-1.464954533,0.3248993365,0.004706320116
42.84,-59.25127917,-69.01752689,0.09594844931,0.4550093805,0.3903550067,-5.269167535,14.83571819,-1.459283752,0.3232387063,0.004682847246
42.85,-59.23235184,-69.00895242,0.09613839088,0.4549248408,0.3903907101,-5.298619443,14.85697334,-1.453605553,0.3215865763,0.004659491448
42.86,-59.21339933,-69.00038174,0.09632880356,0.4548394982,0.3904269476,-5.328240771,14.87834405,-1.447919798,0.3199429032,0.004636252138
42.87,-59.19442116,-68.99181488,0.09651969185,0.4547533517,0.3904637194,-5.358033014,14.89983109,-1.442226349,0.3183076436,0.004613128734
42.88,-59.17541688,-68.98325188,0.09671106031,0.4546664007,0.3905010256,-5.387997689,14.92143521,-1.436525064,0.3166807547,0.004590120658
42.89,-59.156386,-68.97469276,0.09690291358,0.4545786442,0.3905388662,-5.418136336,14.94315719,-1.430815801,0.3150621937,0.004567227336
42.9,-59.13732805,-68.96613754,0.09709525635,0.4544900815,0.3905772413,-5.448450518,14.96499781,-1.425098416,0.313451918,0.004544448194
42.91,-59.11824254,-68.95758627,0.0972880934,0.4544007116,0.3906161511,-5.47894182,14.98695787,-1.419372763,0.3118498852,0.004521782665
42.92,-59.09912898,-68.94903897,0.09748142956,0.4543105337,0.3906555957,-5.509611853,15.00903817,-1.413638693,0.3102560533,0.004499230179
42.93,-59.07998685,-68.94049567,0.09767526974,0.4542195469,0.3906955752,-5.540462253,15.03123953,-1.407896056,0.3086703803,0.004476790175
42.94,-59.06081566,-68.9319564,0.09786961891,0.4541277502,0.3907360899,-5.57149468,15.05356278,-1.402144699,0.3070928245,0.004454462091
42.95,-59.0416149,-68.92342118,0.09806448212,0.4540351426,0.3907771399,-5.602710818,15.07600875,-1.39638447,0.3055233445,0.004432245369
42.96,-59.02238403,-68.91489006,0.09825986451,0.4539417231,0.3908187254,-5.634112381,15.09857831,-1.39061521,0.303961899,0.004410139453
42.97,-59.00312254,-68.90636305,0.09845577125,0.4538474908,0.3908608467,-5.665701105,15.1212723,-1.384836762,0.3024084469,0.00438814379
42.98,-58.98382988,-68.89784018,0.09865220764,0.4537524445,0.3909035039,-5.697478757,15.14409161,-1.379048965,0.3008629473,0.004366257832
42.99,-58.96450552,-68.88932149,0.09884917902,0.4536565832,0.3909466974,-5.729447128,15.16703712,-1.373251657,0.2993253597,0.00434448103
43,-58.94514891,-68.88080701,0.09904669083,0.4535599058,0.3909904275,-5.76160804,15.19010972,-1.367444672,0.2977956435,0.004322812841
43.01,-58.92575948,-68.87229675,0.09924474857,0.4534624112,0.3910346943,-5.793963342,15.21331034,-1.361627843,0.2962737586,0.004301252722
43.02,-58.90633667,-68.86379076,0.09944335783,0.4533640982,0.3910794983,-5.826514913,15.2366399,-1.355801001,0.2947596649,0.004279800134
43.03,-58.88687991,-68.85528906,0.0996425243,0.4532649655,0.3911248398,-5.859264661,15.26009933,-1.349963972,0.2932533225,0.004258454542
43.04,-58.86738862,-68.84679167,0.09984225372,0.4531650121,0.3911707191,-5.892214526,15.28368958,-1.344116585,0.2917546919,0.004237215411
43.05,-58.8478622,-68.83829863,0.100042552,0.4530642366,0.3912171366,-5.925366477,15.30741162,-1.33825866,0.2902637337,0.004216082211
43.06,-58.82830006,-68.82980996,0.1002434249,0.4529626377,0.3912640926,-5.958722516,15.33126642,-1.332390019,0.2887804085,0.004195054414
43.07,-58.8087016,-68.8213257,0.1004448787,0.4528602143,0.3913115876,-5.992284678,15.35525499,-1.326510481,0.2873046774,0.004174131492
43.08,-58.7890662,-68.81284586,0.1006469193,0.4527569648,0.3913596221,-6.026055028,15.37937831,-1.320619861,0.2858365015,0.004153312925
43.09,-58.76939324,-68.80437049,0.100849553,0.452652888,0.3914081964,-6.060035668,15.40363742,-1.314717971,0.2843758423,0.00413259819
43.1,-58.74968207,-68.7958996,0.1010527861,0.4525479824,0.391457311,-6.094228733,15.42803336,-1.308804622,0.2829226612,0.004111986771
43.11,-58.72993207,-68.78743323,0.1012566249,0.4524422467,0.3915069664,-6.128636391,15.45256716,-1.302879622,0.2814769201,0.004091478151
43.12,-58.71014259,-68.7789714,0.1014610761,0.4523356793,0.3915571632,-6.16326085,15.4772399,-1.296942776,0.2800385809,0.004071071819
43.13,-58.69031295,-68.77051413,0.1016661461,0.4522282788,0.3916079018,-6.198104351,15.50205266,-1.290993884,0.2786076057,0.004050767263
43.14,-58.67044249,-68.76206147,0.1018718416,0.4521200436,0.3916591829,-6.233169172,15.52700653,-1.285032748,0.277183957,0.004030563977
43.15,-58.65053054,-68.75361343,0.1020781695,0.4520109721,0.391711007,-6.268457633,15.55210264,-1.279059162,0.2757675971,0.004010461456
43.16,-58.6305764,-68.74517004,0.1022851366,0.4519010628,0.3917633746,-6.303972087,15.57734211,-1.273072919,0.2743584889,0.003990459196
43.17,-58.61057937,-68.73673133,0.10249275,0.4517903139,0.3918162864,-6.339714933,15.60272608,-1.26707381,0.2729565953,0.003970556697
43.18,-58.59053874,-68.72829733,0.1027010168,0.451678724,0.3918697431,-6.375688604,15.62825573,-1.261061622,0.2715618794,0.003950753463
43.19,-58.5704538,-68.71986806,0.1029099441,0.4515662911,0.3919237454,-6.41189558,15.65393223,-1.255036139,0.2701743044,0.003931048998
43.2,-58.5503238,-68.71144356,0.1031195394,0.4514530136,0.3919782938,-6.448338379,15.67975679,-1.24899714,0.2687938338,0.003911442809
43.21,-58.53014801,-68.70302384,0.10332981,0.4513388897,0.3920333892,-6.485019564,15.70573062,-1.242944404,0.2674204313,0.003891934407
43.22,-58.50992568,-68.69460894,0.1035407637,0.4512239176,0.3920890322,-6.521941742,15.73185496,-1.236877704,0.2660540608,0.003872523303
43.23,-58.48965604,-68.68619887,0.1037524079,0.4511080953,0.3921452237,-6.559107564,15.75813107,-1.230796811,0.2646946863,0.003853209013
43.24,-58.4693383,-68.67779368,0.1039647506,0.4509914211,0.3922019644,-6.596519729,15.78456022,-1.224701491,0.2633422719,0.003833991052
43.25,-58.44897169,-68.66939338,0.1041777997,0.4508738929,0.3922592551,-6.63418098,15.81114371,-1.218591508,0.2619967821,0.003814868942
43.26,-58.42855541,-68.660998,0.1043915632,0.4507555087,0.3923170967,-6.672094109,15.83788284,-1.212466622,0.2606581815,0.003795842204
43.27,-58.40808863,-68.65260758,0.1046060493,0.4506362666,0.39237549,-6.710261959,15.86477896,-1.206326588,0.2593264348,0.003776910362
43.28,-58.38757053,-68.64422212,0.1048212664,0.4505161645,0.392434436,-6.748687419,15.89183342,-1.200171159,0.258001507,0.003758072943
43.29,-58.36700028,-68.63584166,0.1050372229,0.4503952003,0.3924939355,-6.787373433,15.91904761,-1.194000084,0.2566833631,0.003739329476
43.3,-58.34637702,-68.62746624,0.1052539274,0.4502733717,0.3925539896,-6.826322995,15.94642291,-1.187813106,0.2553719685,0.003720679493
43.31,-58.32569989,-68.61909586,0.1054713886,0.4501506767,0.3926145991,-6.865539154,15.97396074,-1.181609966,0.2540672887,0.003702122526
43.32,-58.304968,-68.61073056,0.1056896154,0.4500271129,0.3926757651,-6.905025011,16.00166257,-1.175390401,0.2527692892,0.003683658113
43.33,-58.28418048,-68.60237037,0.1059086167,0.449902678,0.3927374887,-6.944783725,16.02952984,-1.169154143,0.2514779359,0.003665285792
43.34,-58.2633364,-68.59401531,0.1061284018,0.4497773698,0.3927997708,-6.984818512,16.05756405,-1.162900919,0.2501931948,0.003647005102
43.35,-58.24243484,-68.5856654,0.10634898,0.4496511858,0.3928626126,-7.025132645,16.08576672,-1.156630452,0.248915032,0.003628815589
43.36,-58.22147488,-68.57732068,0.1065703607,0.4495241237,0.3929260152,-7.065729458,16.11413938,-1.150342463,0.247643414,0.003610716795
43.37,-58.20045555,-68.56898116,0.1067925535,0.4493961808,0.3929899797,-7.106612345,16.1426836,-1.144036666,0.2463783071,0.00359270827
43.38,-58.1793759,-68.56064687,0.1070155683,0.4492673548,0.3930545074,-7.147784763,16.17140096,-1.137712769,0.2451196782,0.003574789563
43.39,-58.15823493,-68.55231785,0.1072394149,0.4491376429,0.3931195995,-7.189250232,16.20029309,-1.13137048,0.243867494,0.003556960226
43.4,-58.13703166,-68.5439941,0.1074641035,0.4490070426,0.3931852571,-7.231012338,16.22936162,-1.125009497,0.2426217215,0.003539219812
43.41,-58.11576505,-68.53567567,0.1076896443,0.4488755512,0.3932514817,-7.273074734,16.25860822,-1.118629516,0.241382328,0.00352156788
43.42,-58.09443409,-68.52736257,0.1079160477,0.4487431659,0.3933182744,-7.31544114,16.2880346,-1.112230228,0.2401492808,0.003504003987
43.43,-58.07303773,-68.51905483,0.1081433245,0.4486098839,0.3933856368,-7.358115348,16.31764247,-1.105811318,0.2389225474,0.003486527694
43.44,-58.05157488,-68.51075247,0.1083714854,0.4484757024,0.39345357,-7.401101219,16.34743358,-1.099372465,0.2377020955,0.003469138565
43.45,-58.03004448,-68.50245552,0.1086005413,0.4483406184,0.3935220757,-7.444402689,16.37740973,-1.092913345,0.236487893,0.003451836164
43.46,-58.00844542,-68.494164,0.1088305035,0.448204629,0.3935911551,-7.488023768,16.40757273,-1.086433626,0.2352799078,0.003434620059
43.47,-57.98677657,-68.48587794,0.1090613833,0.4480677312,0.3936608099,-7.531968542,16.43792441,-1.079932972,0.2340781082,0.00341748982
43.48,-57.9650368,-68.47759736,0.1092931923,0.4479299219,0.3937310415,-7.576241179,16.46846666,-1.073411041,0.2328824625,0.003400445019
43.49,-57.94322495,-68.46932229,0.1095259422,0.4477911978,0.3938018516,-7.620845922,16.49920138,-1.066867484,0.2316929392,0.003383485228
43.5,-57.92133983,-68.46105275,0.109759645,0.4476515559,0.3938732416,-7.6657871,16.53013052,-1.060301948,0.2305095069,0.003366610025
43.51,-57.89938024,-68.45278877,0.1099943128,0.4475109928,0.3939452134,-7.711069126,16.56125604,-1.053714072,0.2293321344,0.003349818988
43.52,-57.87734497,-68.44453037,0.110229958,0.4473695052,0.3940177684,-7.756696498,16.59257997,-1.047103491,0.2281607909,0.003333111696
43.53,-57.85523277,-68.43627757,0.1104665933,0.4472270897,0.3940909086,-7.802673802,16.62410433,-1.040469831,0.2269954453,0.003316487732
43.54,-57.83304238,-68.4280304,0.1107042314,0.4470837427,0.3941646356,-7.849005716,16.6558312,-1.033812713,0.225836067,0.00329994668
43.55,-57.8107725,-68.41978888,0.1109428853,0.4469394609,0.3942389513,-7.895697009,16.68776272,-1.027131751,0.2246826254,0.003283488128
43.56,-57.78842184,-68.41155304,0.1111825684,0.4467942405,0.3943138574,-7.942752548,16.71990102,-1.020426553,0.2235350902,0.003267111662
43.57,-57.76598906,-68.40332289,0.1114232941,0.4466480779,0.394389356,-7.990177293,16.75224829,-1.013696719,0.2223934311,0.003250816875
43.58,-57.74347281,-68.39509847,0.1116650762,0.4465009693,0.3944654489,-8.037976306,16.78480678,-1.006941842,0.2212576179,0.003234603358
43.59,-57.72087169,-68.3868798,0.1119079287,0.4463529108,0.3945421382,-8.086154752,16.81757875,-1.000161508,0.2201276209,0.003218470707
43.6,-57.69818432,-68.3786669,0.1121518657,0.4462038987,0.3946194258,-8.1347179,16.8505665,-0.9933552951,0.2190034102,0.003202418517
43.61,-57.67540925,-68.37045979,0.1123969019,0.4460539289,0.3946973138,-8.183671124,16.8837724,-0.986522775,0.2178849562,0.003186446388
43.62,-57.65254504,-68.3622585,0.112643052,0.4459029973,0.3947758044,-8.233019912,16.91719884,-0.9796635105,0.2167722293,0.00317055392
43.63,-57.62959019,-68.35406305,0.1128903309,0.4457510999,0.3948548998,-8.282769862,16.95084825,-0.9727770568,0.2156652004,0.003154740717
43.64,-57.6065432,-68.34587347,0.1131387541,0.4455982323,0.3949346021,-8.332926689,16.98472312,-0.9658629608,0.2145638401,0.003139006382
43.65,-57.58340254,-68.33768977,0.113388337,0.4454443903,0.3950149136,-8.383496225,17.01882599,-0.9589207612,0.2134681196,0.003123350522
43.66,-57.56016663,-68.32951198,0.1136390956,0.4452895696,0.3950958367,-8.434484425,17.05315942,-0.9519499882,0.2123780098,0.003107772746
43.67,-57.53683388,-68.32134013,0.113891046,0.4451337655,0.3951773737,-8.485897369,17.08772605,-0.9449501632,0.2112934821,0.003092272665
43.68,-57.51340266,-68.31317423,0.1141442046,0.4449769737,0.3952595271,-8.537741264,17.12252854,-0.9379207988,0.2102145079,0.003076849891
43.69,-57.48987133,-68.30501431,0.1143985883,0.4448191894,0.3953422994,-8.590022448,17.15756962,-0.9308613982,0.2091410588,0.003061504038
43.7,-57.46623819,-68.29686039,0.1146542141,0.4446604078,0.395425693,-8.642747396,17.19285206,-0.9237714555,0.2080731063,0.003046234723
43.71,-57.44250152,-68.2887125,0.1149110994,0.4445006243,0.3955097107,-8.695922718,17.2283787,-0.9166504552,0.2070106225,0.003031041564
43.72,-57.41865957,-68.28057065,0.1151692619,0.4443398337,0.395594355,-8.749555168,17.26415241,-0.9094978718,0.2059535793,0.003015924181
43.73,-57.39471057,-68.27243487,0.1154287198,0.4441780311,0.3956796286,-8.803651644,17.30017613,-0.9023131699,0.2049019488,0.003000882196
43.74,-57.37065268,-68.26430518,0.1156894913,0.4440152115,0.3957655344,-8.858219197,17.33645285,-0.8950958038,0.2038557033,0.002985915234
43.75,-57.34648406,-68.25618161,0.1159515954,0.4438513694,0.3958520752,-8.913265027,17.37298562,-0.8878452173,0.2028148153,0.00297102292
43.76,-57.32220281,-68.24806417,0.116215051,0.4436864997,0.3959392539,-8.968796493,17.40977756,-0.8805608435,0.2017792572,0.002956204881
43.77,-57.29780701,-68.23995289,0.1164798777,0.4435205969,0.3960270734,-9.024821118,17.44683183,-0.8732421041,0.2007490019,0.002941460748
43.78,-57.2732947,-68.23184779,0.1167460953,0.4433536554,0.3961155367,-9.081346589,17.48415167,-0.8658884099,0.199724022,0.002926790151
43.79,-57.24866387,-68.22374889,0.1170137241,0.4431856696,0.396204647,-9.138380763,17.52174037,-0.8584991599,0.1987042907,0.002912192724
43.8,-57.22391247,-68.21565622,0.1172827847,0.4430166337,0.3962944075,-9.195931675,17.55960129,-0.8510737413,0.197689781,0.002897668102
43.81,-57.19903843,-68.20756979,0.1175532982,0.4428465418,0.3963848212,-9.254007538,17.59773788,-0.8436115289,0.1966804662,0.002883215922
43.82,-57.17403962,-68.19948963,0.1178252859,0.442675388,0.3964758917,-9.312616751,17.63615361,-0.8361118853,0.1956763196,0.002868835823
43.83,-57.14891387,-68.19141575,0.11809877,0.4425031662,0.3965676221,-9.371767902,17.67485206,-0.8285741603,0.1946773149,0.002854527445
43.84,-57.12365897,-68.18334819,0.1183737725,0.44232987,0.396660016,-9.431469776,17.71383687,-0.8209976902,0.1936834255,0.00284029043
43.85,-57.09827266,-68.17528696,0.1186503163,0.4421554931,0.396753077,-9.491731359,17.75311175,-0.8133817985,0.1926946255,0.002826124422
43.86,-57.07275265,-68.16723208,0.1189284246,0.4419800291,0.3968468085,-9.552561843,17.7926805,-0.8057257942,0.1917108886,0.002812029068
43.87,-57.04709658,-68.15918358,0.1192081211,0.4418034713,0.3969412142,-9.613970632,17.83254697,-0.7980289728,0.190732189,0.002798004014
43.88,-57.02130205,-68.15114147,0.11948943,0.4416258129,0.397036298,-9.67596735,17.87271513,-0.7902906149,0.1897585008,0.002784048911
43.89,-56.99536662,-68.14310578,0.1197723758,0.4414470471,0.3971320637,-9.738561845,17.91318898,-0.7825099864,0.1887897984,0.002770163409
43.9,-56.96928779,-68.13507653,0.1200569839,0.4412671669,0.3972285151,-9.801764194,17.95397266,-0.7746863379,0.1878260562,0.002756347161
43.91,-56.94306301,-68.12705373,0.1203432797,0.4410861649,0.3973256564,-9.865584716,17.99507035,-0.7668189043,0.1868672488,0.002742599823
43.92,-56.91668968,-68.11903742,0.1206312896,0.4409040341,0.3974234915,-9.930033971,18.03648634,-0.7589069044,0.1859133509,0.002728921049
43.93,-56.89016514,-68.1110276,0.1209210403,0.4407207668,0.3975220246,-9.995122774,18.07822502,-0.7509495408,0.1849643374,0.002715310498
43.94,-56.86348666,-68.10302431,0.121212559,0.4405363554,0.3976212602,-10.0608622,18.12029085,-0.742945999,0.1840201833,0.002701767831
43.95,-56.83665149,-68.09502755,0.1215058737,0.4403507922,0.3977212024,-10.12726358,18.1626884,-0.7348954469,0.1830808636,0.002688292708
43.96,-56.80965678,-68.08703736,0.1218010127,0.4401640692,0.3978218558,-10.19433853,18.20542234,-0.7267970351,0.1821463536,0.002674884792
43.97,-56.78249965,-68.07905376,0.1220980052,0.4399761783,0.3979232249,-10.26209896,18.24849742,-0.7186498954,0.1812166286,0.002661543748
43.98,-56.75517714,-68.07107675,0.1223968808,0.4397871113,0.3980253145,-10.33055704,18.29191853,-0.7104531411,0.1802916642,0.002648269243
43.99,-56.72768622,-68.06310637,0.1226976698,0.4395968597,0.3981281291,-10.39972527,18.33569063,-0.7022058662,0.1793714359,0.002635060945
44,-56.70002382,-68.05514263,0.1230004031,0.4394054149,0.3982316738,-10.46961644,18.37981882,-0.6939071447,0.1784559194,0.002621918524
44.01,-56.67218677,-68.04718556,0.1233051124,0.4392127681,0.3983359535,-10.54024367,18.42430828,-0.6855560304,0.1775450907,0.002608841651
44.02,-56.64417185,-68.03923516,0.1236118299,0.4390189103,0.3984409733,-10.61162041,18.46916434,-0.6771515561,0.1766389256,0.002595829999
44.03,-56.61597578,-68.03129148,0.1239205886,0.4388238323,0.3985467383,-10.68376043,18.51439241,-0.6686927332,0.1757374004,0.002582883243
44.04,-56.58759517,-68.02335451,0.1242314223,0.4386275249,0.3986532539,-10.75667787,18.55999807,-0.6601785509,0.1748404911,0.002570001059
44.05,-56.55902659,-68.01542429,0.1245443653,0.4384299783,0.3987605255,-10.83038721,18.60598698,-0.6516079759,0.1739481743,0.002557183125
44.06,-56.5302665,-68.00750084,0.1248594529,0.438231183,0.3988685586,-10.90490333,18.65236495,-0.6429799512,0.1730604262,0.002544429121
44.07,-56.50131132,-67.99958416,0.1251767211,0.4380311288,0.3989773589,-10.98024145,18.69913792,-0.6342933963,0.1721772236,0.002531738728
44.08,-56.47215735,-67.99167429,0.1254962066,0.4378298057,0.3990869322,-11.05641722,18.74631198,-0.6255472055,0.1712985432,0.002519111628
44.09,-56.44280083,-67.98377124,0.1258179471,0.4376272031,0.3991972844,-11.13344668,18.79389333,-0.6167402482,0.1704243617,0.002506547507
44.1,-56.41323789,-67.97587503,0.1261419809,0.4374233106,0.3993084216,-11.2113463,18.84188835,-0.6078713674,0.169554656,0.002494046049
